id,monthName,monthYear,orderIndex,titre,missingCorrection,missingCorrectionFields,sameOpinion,opinion1,opinion2,emptyDoc,emptyDocFields,missingRequiredField,missingRequiredFields
398,Juillet 2024,2024,10,Combinaison 10,false,,true,pour,pour,false,,false,
399,Juillet 2024,2024,11,Combinaison 11,false,,true,pour,pour,false,,false,
400,Juillet 2024,2024,12,Combinaison 12,false,,true,pour,pour,false,,false,
401,Juillet 2024,2024,13,Combinaison 13,false,,true,pour,pour,false,,false,
402,Juillet 2024,2024,14,Combinaison 14,false,,true,pour,pour,false,,false,
403,Juillet 2024,2024,15,Combinaison 15,false,,true,pour,pour,false,,false,
404,Juillet 2024,2024,16,Combinaison 16,false,,true,pour,pour,false,,false,
405,Juillet 2024,2024,17,Combinaison 17,false,,false,pour,contre,true,tache3Document1.contenu|tache3Document2.contenu,true,tache3Document1.contenu|tache3Document2.contenu
406,Juillet 2024,2024,18,Combinaison 18,false,,false,pour,contre,true,tache3Document1.contenu|tache3Document2.contenu,true,tache3Document1.contenu|tache3Document2.contenu
407,Juillet 2024,2024,19,Combinaison 19,false,,true,pour,pour,false,,false,
408,Juillet 2024,2024,20,Combinaison 20,true,tache1Correction,false,pour,contre,true,tache3Document1.contenu|tache3Document2.contenu,true,tache1Sujet|tache1Correction|tache3Document1.contenu|tache3Document2.contenu
409,Juillet 2024,2024,21,Combinaison 21,false,,true,pour,pour,false,,true,tache2Sujet
410,Juillet 2024,2024,22,Combinaison 22,false,,true,pour,pour,false,,true,tache2Sujet
411,Juillet 2024,2024,23,Combinaison 23,false,,true,pour,pour,false,,true,tache2Sujet
412,Juillet 2024,2024,24,Combinaison 24,false,,true,pour,pour,false,,false,
414,Juillet 2024,2024,26,Combinaison 26,false,,true,pour,pour,false,,false,
415,Juillet 2024,2024,27,Combinaison 27,false,,true,pour,pour,false,,false,
416,Juillet 2024,2024,28,Combinaison 28,false,,true,pour,pour,false,,false,
417,Juillet 2024,2024,29,Combinaison 29,false,,true,pour,pour,false,,false,
418,Juillet 2024,2024,30,Combinaison 30,false,,true,pour,pour,false,,false,
419,Juillet 2024,2024,31,Combinaison 31,false,,true,pour,pour,false,,false,
420,Juillet 2024,2024,32,Combinaison 32,false,,true,pour,pour,false,,false,
421,Juillet 2024,2024,33,Combinaison 33,false,,true,pour,pour,false,,false,
422,Juillet 2024,2024,34,Combinaison 34,false,,true,pour,pour,false,,false,
423,Juillet 2024,2024,35,Combinaison 35,false,,true,pour,pour,false,,false,
425,Juillet 2024,2024,37,Combinaison 37,false,,true,pour,pour,false,,false,
426,Novembre 2024,2024,1,Combinaison 1,true,tache1Correction,true,pour,pour,false,,true,tache1Correction
427,Novembre 2024,2024,2,Combinaison 2,false,,true,pour,pour,false,,false,
428,Novembre 2024,2024,3,Combinaison 3,false,,true,pour,pour,false,,false,
429,Novembre 2024,2024,4,Combinaison 4,false,,true,pour,pour,false,,false,
430,Novembre 2024,2024,5,Combinaison 5,false,,true,pour,pour,false,,false,
431,Novembre 2024,2024,6,Combinaison 6,false,,true,pour,pour,false,,false,
432,Novembre 2024,2024,7,Combinaison 7,false,,true,pour,pour,false,,false,
433,Novembre 2024,2024,8,Combinaison 8,false,,true,pour,pour,false,,false,
435,Novembre 2024,2024,10,Combinaison 10,true,tache2Correction,true,pour,pour,false,,true,tache2Correction
436,Novembre 2024,2024,11,Combinaison 11,false,,true,pour,pour,false,,false,
437,Novembre 2024,2024,12,Combinaison 12,false,,true,pour,pour,false,,false,
438,Novembre 2024,2024,13,Combinaison 13,false,,true,pour,pour,false,,false,
439,Novembre 2024,2024,14,Combinaison 14,false,,true,pour,pour,false,,false,
440,Novembre 2024,2024,15,Combinaison 15,false,,true,pour,pour,false,,false,
441,Novembre 2024,2024,16,Combinaison 16,false,,true,pour,pour,false,,false,
442,Novembre 2024,2024,17,Combinaison 17,false,,true,pour,pour,false,,false,
443,Novembre 2024,2024,18,Combinaison 18,false,,true,pour,pour,false,,false,
444,Novembre 2024,2024,19,Combinaison 19,false,,true,pour,pour,false,,false,
445,Novembre 2024,2024,20,Combinaison 20,false,,true,pour,pour,false,,false,
446,Octobre 2024,2024,1,Combinaison 1,false,,true,pour,pour,false,,false,
447,Octobre 2024,2024,2,Combinaison 2,false,,true,pour,pour,false,,false,
448,Octobre 2024,2024,3,Combinaison 3,false,,true,pour,pour,false,,false,
449,Octobre 2024,2024,4,Combinaison 4,false,,true,pour,pour,false,,false,
450,Octobre 2024,2024,5,Combinaison 5,false,,true,pour,pour,false,,false,
451,Octobre 2024,2024,6,Combinaison 6,false,,true,pour,pour,false,,false,
452,Octobre 2024,2024,7,Combinaison 7,false,,true,pour,pour,false,,false,
453,Octobre 2024,2024,8,Combinaison 8,false,,true,pour,pour,false,,false,
454,Octobre 2024,2024,9,Combinaison 9,false,,true,pour,pour,false,,false,
455,Octobre 2024,2024,10,Combinaison 10,false,,true,pour,pour,false,,false,
456,Octobre 2024,2024,11,Combinaison 11,false,,true,pour,pour,false,,true,tache2Sujet
457,Octobre 2024,2024,12,Combinaison 12,false,,true,pour,pour,false,,false,
458,Octobre 2024,2024,13,Combinaison 13,false,,true,pour,pour,false,,false,
459,Octobre 2024,2024,14,Combinaison 14,false,,true,pour,pour,false,,false,
460,Octobre 2024,2024,15,Combinaison 15,true,tache1Correction|tache3Correction,true,pour,pour,false,,true,tache1Correction|tache3Titre|tache3Correction
461,Octobre 2024,2024,16,Combinaison 16,true,tache2Correction,true,pour,pour,false,,true,tache2Correction
462,Octobre 2024,2024,17,Combinaison 17,false,,true,pour,pour,false,,false,
463,Octobre 2024,2024,18,Combinaison 18,false,,true,pour,pour,false,,false,
464,Octobre 2024,2024,19,Combinaison 19,false,,true,pour,pour,false,,false,
465,Octobre 2024,2024,20,Combinaison 20,false,,true,pour,pour,false,,false,
466,Septembre 2024,2024,1,Combinaison 1,false,,true,pour,pour,false,,false,
468,Septembre 2024,2024,3,Combinaison 3,true,tache1Correction,false,pour,contre,false,,true,tache1Correction
469,Septembre 2024,2024,4,Combinaison 4,false,,true,pour,pour,false,,false,
470,Septembre 2024,2024,5,Combinaison 5,false,,true,pour,pour,false,,false,
471,Septembre 2024,2024,6,Combinaison 6,false,,true,pour,pour,false,,false,
472,Septembre 2024,2024,7,Combinaison 7,false,,true,pour,pour,false,,false,
473,Septembre 2024,2024,8,Combinaison 8,false,,true,pour,pour,false,,false,
474,Septembre 2024,2024,9,Combinaison 9,false,,true,pour,pour,false,,false,
475,Septembre 2024,2024,10,Combinaison 10,false,,true,pour,pour,false,,false,
499,Décembre 2025,2025,5,Combinaison 5,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
500,Décembre 2025,2025,6,Combinaison 6,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
501,Décembre 2025,2025,7,Combinaison 7,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
504,Décembre 2025,2025,10,Combinaison 10,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
507,Décembre 2025,2025,13,Combinaison 13,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
514,Janvier 2026,2026,4,Combinaison 4,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
515,Janvier 2026,2026,5,Combinaison 5,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
516,Janvier 2026,2026,6,Combinaison 6,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
517,Janvier 2026,2026,7,Combinaison 7,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
519,Janvier 2026,2026,8,Combinaison 8,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
520,Janvier 2026,2026,9,Combinaison 9,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
521,Janvier 2026,2026,10,Combinaison 10,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
522,Janvier 2026,2026,11,Combinaison 11,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
524,Janvier 2026,2026,12,Combinaison 12,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
526,Janvier 2026,2026,13,Combinaison 13,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
527,Janvier 2026,2026,14,Combinaison 14,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
530,Janvier 2026,2026,15,Combinaison 15,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
535,Janvier 2026,2026,16,Combinaison 16,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
536,Janvier 2026,2026,17,Combinaison 17,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
537,Janvier 2026,2026,18,Combinaison 18,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
538,Janvier 2026,2026,19,Combinaison 19,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
540,Janvier 2026,2026,20,Combinaison 20,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
541,Janvier 2026,2026,21,Combinaison 21,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
542,Janvier 2026,2026,22,Combinaison 22,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
543,Janvier 2026,2026,23,Combinaison 23,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
544,Janvier 2026,2026,24,Combinaison 24,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
545,Janvier 2026,2026,25,Combinaison 25,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
546,Janvier 2026,2026,26,Combinaison 26,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
549,Janvier 2026,2026,27,Combinaison 27,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
550,Janvier 2026,2026,28,Combinaison 28,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
554,Janvier 2026,2026,31,Combinaison 31,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
555,Janvier 2026,2026,32,Combinaison 32,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
556,Janvier 2026,2026,33,Combinaison 33,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
559,Janvier 2026,2026,35,Combinaison 35,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
561,Janvier 2026,2026,34,Combinaison 34,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
563,Janvier 2026,2026,36,Combinaison 36,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
565,Janvier 2026,2026,37,Combinaison 37,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
566,Janvier 2026,2026,38,Combinaison 38,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
567,Janvier 2026,2026,39,Combinaison 39,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
568,Janvier 2026,2026,40,Combinaison 40,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
570,Janvier 2026,2026,41,Combinaison 41,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
571,Janvier 2026,2026,42,Combinaison 42,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
573,Janvier 2026,2026,43,Combinaison 43,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
574,Janvier 2026,2026,44,Combinaison 44,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
576,Janvier 2026,2026,45,Combinaison 45,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
577,Janvier 2026,2026,46,Combinaison 46,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
581,Janvier 2026,2026,47,Combinaison 47,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
590,Mars 2026,2026,12,Combinaison 12,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
591,Mars 2026,2026,13,Combinaison 13,true,tache1Correction|tache2Correction|tache3Correction,false,pour,contre,false,,true,tache1Correction|tache2Correction|tache3Correction
